Company,Year,Region,Industry,Revenue,ProfitMargin,MarketCap,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,GrowthRate,MarketEvent,SectorCyclePhase,RegionalGrowthRate,ESG_Percentile,ESG_Quintile,CarbonEfficiency
Meta Platforms,2020,Africa,Transportation,44189.628729079544,0.14672544308364546,40893.47181529676,45.7776134394409,36.71121889683333,57.42130486709889,46.68644843635135,1249.7703291226453,541.7333293962721,833.9250502414809,0.044995883480391984,ESG Boom,Recovery,0.020352693697830167,45.7776134394409,Q2,35.358199553947664
Meta Platforms,2021,Africa,Transportation,52492.45564824774,0.048528668552810184,207311.15606705818,63.86670112003168,58.1615358997853,51.862250846948676,63.58851423558545,1011.203475862266,666.4205519111458,835.782953592744,0.03973377575875299,ESG Boom,Decline,0.04683879146049153,63.86670112003168,Q3,51.91087337944115
Meta Platforms,2022,Africa,Transportation,21788.22743060261,0.06674850549951471,50743.56346701905,59.0929195436269,52.40080856301365,57.660901512479555,61.22036062294022,1165.404211003652,502.1758094966397,965.6542933096488,0.10636774531890619,COVID Impact,Decline,0.031004438495281384,59.0929195436269,Q3,18.6958543706845
Meta Platforms,2023,Africa,Transportation,28346.995512417056,0.07522575877130223,35182.92926338095,50.8854916261512,46.380769874564955,53.59767031878832,52.45004855023768,974.003849582483,499.34689493866966,843.8002939555228,0.14052938599080847,AI Revolution,Recovery,0.03661126553097689,50.8854916261512,Q3,29.103576433978898
Meta Platforms,2024,Africa,Transportation,45310.38457335481,0.13593147801827477,104729.86285664464,64.72266076835908,59.06891744573443,66.40489518644544,64.40867776210038,1393.7926452564172,603.7442068421279,714.258990058421,0.061330183269229115,ESG Boom,Decline,0.04947288759598317,64.72266076835908,Q3,32.508698259424605
Meta Platforms,2025,Africa,Transportation,34706.12714451063,0.15292372049030928,104450.17017177059,64.63844531373307,55.79981142751323,56.61577315221527,61.148232431511566,1139.3644786583534,796.2918324190467,555.0618633710255,0.06100382719385404,Normal,Growth,0.04409958960746211,64.63844531373307,Q3,30.460952367865207
NVIDIA Corp,2015,Europe,Technology,57982.61402156487,0.22080372711090757,107529.39469035734,75.53116662529796,79.40409938988752,70.58580611012384,83.59904852511147,1067.3842056339813,639.3940884371992,673.8812994611335,0.07631739675257396,Ukraine Crisis,Mature,0.010316416777941841,75.53116662529796,Q4,54.32215847039208
NVIDIA Corp,2016,Europe,Technology,61355.14175070301,0.30104073668521997,141430.29928713947,78.84829634751924,86.43873204710448,60.24337130592411,81.9368938063018,776.2630786299148,552.1127224607014,640.309217659356,0.09832894129824059,AI Revolution,Growth,0.02053763230158917,78.84829634751924,Q4,79.03910846816805
NVIDIA Corp,2017,Europe,Technology,61041.063390439434,0.21031629180732306,143132.83518256078,71.36775558026113,85.21571566076364,64.51975841197702,74.1326611261132,514.7882547684205,468.99031646675525,743.7268642610481,0.10425707242315413,COVID Impact,Decline,0.027371698995937756,71.36775558026113,Q4,118.5750892846689
NVIDIA Corp,2018,Europe,Technology,58832.4949403305,0.20180394183851438,161043.2163442026,78.57550776444464,85.14342735419127,68.84323155223719,84.11612892303582,316.10204193739764,530.5628249281472,379.98853776741504,0.08644466798156443,ESG Boom,Growth,0.011334680651735329,78.57550776444464,Q4,186.1186798845902
NVIDIA Corp,2019,Europe,Technology,56045.56301835509,0.23559775614917522,59041.57154625512,81.78800384301934,92.322528764102,74.05509277337931,84.86879632297274,812.0963356766689,569.7187222021457,725.7478676043402,-0.02071694726315714,ESG Boom,Growth,0.03505122454231146,81.78800384301934,Q5,69.01344149354202
NVIDIA Corp,2020,Europe,Technology,46267.33336906787,0.1611359663423919,119693.43680562197,86.456888263921,87.00135106671802,71.72097976801842,90.95193366250754,827.7256377881819,487.2499250539231,765.0211914597179,0.003675625376497287,Ukraine Crisis,Recovery,0.06465595266493569,86.456888263921,Q5,55.89694362591547
NVIDIA Corp,2021,Europe,Technology,46981.485880602,0.22350073219086236,88326.12762296236,79.2364558583699,84.59923758828086,71.7068232041229,79.58688497259944,733.4247411869948,722.537883000858,807.3212705331206,0.06860414284190298,ESG Boom,Decline,0.019311524243091592,79.2364558583699,Q4,64.0576778750444
NVIDIA Corp,2022,Europe,Technology,66414.98679474201,0.27287216330430425,237449.65279671404,79.56051690586378,91.11989456057695,67.5261679333545,87.28379739675083,657.5742468462159,395.6167815779267,699.3414788296274,0.07594058357439008,ESG Boom,Recovery,0.014389587465119737,79.56051690586378,Q4,100.99998138959086
NVIDIA Corp,2023,Europe,Technology,58938.93186686281,0.14690759580420276,126852.93512622759,80.97655062292627,83.73572005484199,69.61663271949611,79.72598053248221,1179.9964490597924,506.80381290291416,524.0115926053527,0.055813394208897714,AI Revolution,Decline,0.04129383969905309,80.97655062292627,Q5,49.94839761075236
NVIDIA Corp,2024,Europe,Technology,65302.01623368688,0.19768424885008903,116335.94365244587,85.24520079145029,94.00451189651922,72.16270282068426,88.59651869032959,514.6586666041242,659.0301925940756,703.0678591367084,0.07266445824605389,Normal,Decline,0.0434321604596838,85.24520079145029,Q5,126.88412795549621
NVIDIA Corp,2025,Europe,Technology,57544.12954018535,0.2454637518510041,82561.60888416409,91.26922692506433,100.0,74.35722445796529,97.77327719756151,599.8739454679289,313.83469344142617,524.7306449449993,0.023476973021096626,Ukraine Crisis,Recovery,0.04317235129584554,91.26922692506433,Q5,95.92703580311573
Berkshire Hathaway,2015,Latin America,Materials,35959.48966934331,0.08995922987391014,31922.892828031676,47.956441700147636,34.40767600012654,56.27202755733505,43.476405303348535,1591.004548146053,572.1045397288368,945.1944260480682,0.09923052211262508,COVID Impact,Mature,0.022806991764864955,47.956441700147636,Q2,22.601751634616008
Berkshire Hathaway,2016,Latin America,Materials,53508.0465148922,0.02248061335839268,52069.149447432166,46.995961250098766,33.758871057468156,60.41915440572397,45.559709762689664,1439.2187032141592,527.4216018226564,871.6661215131272,0.11529087971016815,Normal,Recovery,0.021993002219936206,46.995961250098766,Q2,37.178537464956456
Berkshire Hathaway,2017,Latin America,Materials,41490.404654462116,0.11679234541884195,53784.38247206412,49.09300602589082,40.47275536866441,58.600559833799984,52.136292067731944,1422.863558551524,822.83975621254,993.3934897151581,0.05091658480881456,COVID Impact,Decline,0.05607016885729364,49.09300602589082,Q2,29.15979144728366
Berkshire Hathaway,2018,Latin America,Materials,44268.98177032181,0.11688706195355711,76265.82109007637,55.39054907919977,45.38856945829634,56.56703386480038,53.452727685381475,1313.006406322809,449.0760700212891,951.4208725935408,0.09530147358093927,Ukraine Crisis,Recovery,0.004111743855897385,55.39054907919977,Q3,33.715739331832566
Berkshire Hathaway,2019,Latin America,Materials,45254.48276318407,-0.00884441109412308,148110.14866590963,46.167775658108084,40.08201197067012,53.99099981269527,45.03430267207752,1289.0454141596792,675.857885413336,1170.9545224095355,0.16237275830159195,Ukraine Crisis,Growth,0.050693974856774765,46.167775658108084,Q2,35.10697313762076
Berkshire Hathaway,2020,Latin America,Materials,51454.00547330798,0.10400996620245022,75871.89437698819,52.86280921609822,39.427162290785844,68.52318411375009,45.39236653076495,1401.9495730434346,855.6055578817716,852.1832973519533,0.0853530590339669,Normal,Decline,0.0462478818669448,52.86280921609821,Q3,36.701751921723435
Berkshire Hathaway,2021,Latin America,Materials,31704.06265115829,0.0687048260867993,56198.74954282278,53.03050449113789,37.23139116768139,66.57128088460841,54.02862182638948,1290.0919224107336,608.588942250075,1145.7161939905634,0.12630752142588375,AI Revolution,Recovery,-0.003914120526248593,53.03050449113789,Q3,24.57504157326973
Berkshire Hathaway,2022,Latin America,Materials,53428.359883916266,0.1623660195073744,120479.82523367004,54.996875350897845,43.673455889792415,60.43379923142665,50.29044053712817,1094.341927496894,583.2498145204595,829.676473794327,0.0652054930348125,Ukraine Crisis,Decline,0.023933612392146163,54.996875350897845,Q3,48.822363918105054
Berkshire Hathaway,2023,Latin America,Materials,49049.071519718695,0.06487097440853284,177885.3465779917,52.95305443999304,47.50605598569261,55.35521672827947,49.64240733004588,1247.3421744933378,719.6749234380637,991.4421653938613,0.04688997383115872,Normal,Decline,0.03825150865441937,52.95305443999304,Q3,39.322867841231485
Berkshire Hathaway,2024,Latin America,Materials,10187.423415135892,0.04527201066512137,50613.23736100408,67.08312030188318,67.30669813879449,62.73372782782757,68.83941720259543,1023.5688132335026,572.5674688924626,705.2757228908532,0.09275179080861436,COVID Impact,Decline,0.02637145073946458,67.08312030188318,Q4,9.95284662200726
Berkshire Hathaway,2025,Latin America,Materials,12757.644092915154,0.00618003520741206,41809.83282744292,58.267438831031114,49.96492835191566,56.43229129746494,57.71196970324754,1307.303388567994,630.7098960127,982.5631318151317,0.04866715599034975,AI Revolution,Decline,0.0035837137165670337,58.267438831031114,Q3,9.758747812266432
Johnson & Johnson,2015,Asia Pacific,Transportation,49635.67465370551,-0.033228999963533734,39708.53972296441,47.5745145512959,40.17461682552887,56.83241722607558,47.15116874713248,1077.9788116242023,994.6861819727039,945.9915496935207,-0.002393087835345201,ESG Boom,Decline,-0.0028054533197272163,47.5745145512959,Q2,46.045130082727475
Johnson & Johnson,2016,Asia Pacific,Transportation,37423.63450560353,0.12765335477371748,122722.94524721027,55.471744312127946,49.48439268532944,64.72221525209622,65.14784302052409,1316.0943311253473,606.6438057308236,1019.622802879525,0.12897760723402776,Normal,Growth,0.032060421055117666,55.471744312127946,Q3,28.435373963786077
